Brinco,Peso,Prod. Leite,date
9147,513,27.4,10
9147,513,24.5,10
9147,513,31.5,10
9147,513,40.9,10
9147,551,41.1,11
9147,551,38.7,11
9147,551,34.9,11
9147,529,39.8,12
9147,529,39.5,12
9147,501,41.8,01
9147,501,41,01
9147,501,41.3,01
9147,499,42.3,02
9147,499,36,02
9147,499,39.4,02
9150,480,26.3,05
9150,485,31.4,07
9150,485,31.1,07
9150,485,33.5,07
9150,497,29.6,08
9150,497,29.6,08
9150,497,19.7,08
9150,532,26.6,09
9150,532,27.6,09
9150,532,29.4,09
9150,533,29.8,10
9150,533,32.3,10
9150,533,29.3,10
9150,533,31.4,10
9150,560,30.6,11
9150,560,30.5,11
9150,560,30.7,11
9150,555,29.7,12
9150,555,32.4,12
9150,557,31.9,01
9150,557,28.5,01
9150,557,28.2,01
9158,633,28.5,09
9158,523,29.4,10
9158,523,30.6,10
9158,523,34.7,10
9158,523,39.4,10
9158,537,37.6,11
9158,537,36.3,11
9158,537,38.4,11
9158,525,40.2,12
9158,525,37.6,12
9158,483,42.5,01
9158,483,39.2,01
9158,483,38.7,01
9158,480,37.6,02
9158,480,37.6,02
9158,480,35.8,02
9153,407,30,07
9153,407,25.5,07
9153,407,28.5,07
9153,441,24.9,08
9153,441,24.9,08
9153,441,23.1,08
9153,489,24.6,09
9153,489,25.2,09
9153,489,26.5,09
9153,479,24.8,10
9153,479,26,10
9153,479,25.2,10
9153,479,26.4,10
9153,525,29,11
9153,525,21.6,11
9153,525,26.2,11
9153,536,28.3,12
9153,536,27.7,12
9153,551,25.8,01
9153,551,14,01
9153,551,23.1,01
9153,493,25.2,02
9159,556,28.9,04
9159,670,24.8,09
9159,581,36,10
9159,581,32.2,10
9159,581,34.1,10
9159,581,35.7,10
9159,593,37.8,11
9159,593,36.4,11
9159,593,35,11
9159,593,33.1,12
9159,593,22.7,12
9159,503,33.1,01
9159,503,31.1,01
9159,503,31.4,01
9159,533,34.9,02
9159,533,38.2,02
9159,533,31.5,02
9161,645,26.5,10
9161,645,28.9,10
9161,572,31.2,11
9161,572,32.3,11
9161,572,26.6,11
9161,449,33.7,01
9161,449,34.2,01
9161,449,30.8,01
9161,453,31.5,02
9161,453,34.5,02
9161,453,33.3,02
9165,608,26.2,09
9165,608,29.4,09
9165,503,31.8,10
9165,503,34.3,10
9165,503,33.3,10
9165,503,31.3,10
9165,527,32.1,11
9165,527,30.3,11
9165,527,32.4,11
9165,549,29.5,12
9165,549,30.4,12
9165,447,22,01
9165,447,30.1,01
9165,447,29,01
9165,476,28.9,02
9165,476,31,02
9165,476,32,02
9166,595,28.3,11
9166,595,29.1,11
9166,505,35.3,12
9166,505,33.8,12
9166,371,34.5,01
9166,371,34.7,01
9166,371,33.3,01
9166,389,33.6,02
9166,389,33.1,02
9166,389,32.9,02
9167,592,9,10
9167,529,17,11
9167,529,23.5,11
9167,529,23.5,11
9167,561,23,12
9167,561,26.9,12
9167,414,25.9,01
9167,414,25.1,01
9167,414,23.8,01
9167,430,25.4,02
9167,430,27.2,02
9167,430,27.6,02
9177,523,27.6,01
9177,506,34.4,02
9177,506,36,02
9177,506,28,02
9201,533,21.6,05
9201,533,25.6,05
9201,548,29.7,07
9201,548,27.6,07
9201,548,29.5,07
9201,562,28.1,08
9201,562,28.1,08
9201,562,27.7,08
9201,573,26.8,09
9201,573,28.8,09
9201,573,28.5,09
9201,566,28.5,10
9201,566,30.3,10
9201,566,29,10
9201,566,29.3,10
9201,612,27.7,11
9201,612,29.3,11
9201,612,31.4,11
9201,595,30.5,12
9201,595,33.7,12
9201,630,33.8,01
9201,630,31.1,01
9201,630,27.5,01
9201,625,28.1,02
9201,625,26.6,02
9201,625,28.9,02
9168,664,28.7,10
9168,664,36.6,10
9168,602,39.1,11
9168,602,40.9,11
9168,602,43.2,11
9168,593,39.1,12
9168,593,42.6,12
9168,460,42.9,01
9168,460,40.5,01
9168,460,27.9,01
9168,467,43.1,02
9168,467,41,02
9168,467,39.3,02
9204,589,26.9,07
9204,589,31.4,07
9204,519,31.7,08
9204,519,31.7,08
9204,519,31.1,08
9204,549,31.8,09
9204,549,28.5,09
9204,549,29.1,09
9204,535,27.1,10
9204,535,29.2,10
9204,535,23.7,10
9204,535,25.2,10
9204,576,30,11
9204,576,30.4,11
9204,576,31.2,11
9204,574,30,12
9204,574,31.2,12
9204,555,30.5,01
9204,555,22.6,01
9204,555,21.7,01
9204,584,28.5,02
9204,584,28,02
9204,584,29.1,02
